reference,comparator,metric,n_donors,mean_difference,difference_ci95_low,difference_ci95_high,difference_ci95_margin,paired_t_pvalue,wilcoxon_pvalue,positive_donor_count,negative_donor_count,zero_donor_count,reference_label,comparator_label,statistical_unit,protocol,caveat,source_artifact,panel,scenario,mean,sd_across_donors,ci95_low,ci95_high,worst_donor_value,mask_fraction,mean_masked_proteins,target_label,score,unknown_recall,n_unknown,method,n_seeds,ci95_margin,uncertainty_mode,dataset,n_holdout,protocol_caveat,record_type,class_label,mean_f1,support,modality,n_donor_pairs,mean_spearman,median_spearman,mean_top20_jaccard,median_top20_jaccard,observed_fraction,permutation_pvalue
inference::margin_gate_hsr,inference::uniform_fusion,accuracy,8.0,-0.0010614690997621,-0.0013148676170362,-0.0008080705824881,0.000253398517274,2.277915867013133e-05,0.0078125,0.0,8.0,0.0,Learned margin gate + HSR,Uniform fusion,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inference::margin_gate_hsr,inference::uniform_fusion,weighted_f1,8.0,-0.0010753213230927,-0.001335766233264,-0.0008148764129214,0.0002604449101713,2.505314348600909e-05,0.0078125,0.0,8.0,0.0,Learned margin gate + HSR,Uniform fusion,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inference::margin_gate_hsr,inference::uniform_fusion,macro_f1,8.0,-0.004174611378056,-0.0070563266575703,-0.0012928960985416,0.0028817152795143,0.0110521561528093,0.0078125,0.0,8.0,0.0,Learned margin gate + HSR,Uniform fusion,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,weighted_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,full,0.9107544995448474,0.0053979122134438,0.9062417320023995,0.9152672670872952,0.9011972035957108,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,macro_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,full,0.8071927715107629,0.01848941193577,0.7917352363076368,0.822650306713889,0.7791630709981275,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,ece,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,full,0.0712968919121013,0.0080797885659257,0.0645420196303068,0.0780517641938958,0.0873701701981882,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,weighted_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,marker_memory,0.9081995629065948,0.0052976777845635,0.9037705934437378,0.912628532369452,0.8991045630755794,,6.0,,,,,,,,,,,,,,,,,,,,,,,
,,macro_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,marker_memory,0.8006206710746671,0.0207741800227986,0.7832530219501836,0.8179883201991505,0.7678196755383574,,6.0,,,,,,,,,,,,,,,,,,,,,,,
,,ece,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,marker_memory,0.0738010388468557,0.0081367198355422,0.0669985708325787,0.0806035068611328,0.0899401072944501,,6.0,,,,,,,,,,,,,,,,,,,,,,,
,,weighted_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,marker_tcell,0.9020610914700304,0.0061389765971769,0.8969287785986596,0.9071934043414012,0.8949691203026218,,15.0,,,,,,,,,,,,,,,,,,,,,,,
,,macro_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,marker_tcell,0.7858629536859395,0.0178817620517936,0.7709134264987183,0.8008124808731607,0.764676440263202,,15.0,,,,,,,,,,,,,,,,,,,,,,,
,,ece,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,marker_tcell,0.0747656229235649,0.0100589431368269,0.0663561360137656,0.0831751098333643,0.0934425431740571,,15.0,,,,,,,,,,,,,,,,,,,,,,,
,,weighted_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,random_10,0.907371112597418,0.0070317315021654,0.9014924379477728,0.9132497872470628,0.895681071734085,0.1,22.0,,,,,,,,,,,,,,,,,,,,,,,
,,macro_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,random_10,0.8003020990254721,0.0214660331211519,0.7823560462362135,0.8182481518147308,0.7702171714698003,0.1,22.0,,,,,,,,,,,,,,,,,,,,,,,
,,ece,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,random_10,0.0728411545534954,0.0079914874216329,0.0661601038757153,0.0795222052312755,0.0891741877969516,0.1,22.0,,,,,,,,,,,,,,,,,,,,,,,
,,weighted_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,random_30,0.9019653129854216,0.0067463581091449,0.8963252164627596,0.9076054095080838,0.8919695640385674,0.3,67.0,,,,,,,,,,,,,,,,,,,,,,,
,,macro_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,random_30,0.7903960403294485,0.0194150595570616,0.7741646443490565,0.8066274363098406,0.7634161770722733,0.3,67.0,,,,,,,,,,,,,,,,,,,,,,,
,,ece,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,random_30,0.075461530064164,0.0086595384398995,0.0682219747585346,0.0827010853697935,0.0924073647948508,0.3,67.0,,,,,,,,,,,,,,,,,,,,,,,
,,weighted_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,random_50,0.8970927949457197,0.0081562464739271,0.8902740022532277,0.9039115876382116,0.8829590492550103,0.5,112.0,,,,,,,,,,,,,,,,,,,,,,,
,,macro_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,random_50,0.7742377491804873,0.0221285800503098,0.7557377932970275,0.792737705063947,0.7423588476659294,0.5,112.0,,,,,,,,,,,,,,,,,,,,,,,
,,ece,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,random_50,0.0763712104059942,0.0113723963535538,0.0668636491276998,0.0858787716842887,0.0984968168768346,0.5,112.0,,,,,,,,,,,,,,,,,,,,,,,
,,weighted_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,random_70,0.8921344887631232,0.0079479170077753,0.8854898638628832,0.8987791136633632,0.8813265494818213,0.6999999999999998,157.0,,,,,,,,,,,,,,,,,,,,,,,
,,macro_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,random_70,0.7640900237165931,0.0225143757848352,0.745267534527674,0.7829125129055121,0.7336891779286181,0.6999999999999998,157.0,,,,,,,,,,,,,,,,,,,,,,,
,,ece,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,random_70,0.0769539986340175,0.0107046132905845,0.0680047179673379,0.0859032793006972,0.0964908736265579,0.6999999999999998,157.0,,,,,,,,,,,,,,,,,,,,,,,
,,weighted_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,rna_only,0.8881755154906812,0.0067264576381832,0.8825520561780893,0.8937989748032731,0.8809825604457079,1.0,224.0,,,,,,,,,,,,,,,,,,,,,,,
,,macro_f1,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,rna_only,0.755816487336889,0.0200691973450093,0.7390382184802787,0.7725947561934993,0.730606693160809,1.0,224.0,,,,,,,,,,,,,,,,,,,,,,,
,,ece,8.0,,,,,,,,,,,,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv,c,rna_only,0.1062804550418218,0.0177998650477076,0.0913993954634185,0.1211615146202251,0.1330167674543453,1.0,224.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,B naive lambda,energy,0.13253012048192767,83.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,B naive lambda,one_minus_margin,0.12851405622489956,83.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,B naive lambda,one_minus_max_probability,0.10441767068273089,83.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,CD4 TCM_1,energy,0.6316984559491372,734.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,CD4 TCM_1,one_minus_margin,0.5722070844686648,734.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,CD4 TCM_1,one_minus_max_probability,0.5413260672116258,734.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,CD8 TEM_4,energy,0.25484120836560803,1291.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,CD8 TEM_4,one_minus_margin,0.4056287115930803,1291.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,CD8 TEM_4,one_minus_max_probability,0.3449522334107926,1291.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,NK_3,energy,0.34473398479913137,614.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,NK_3,one_minus_margin,0.3458197611292073,614.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,NK_3,one_minus_max_probability,0.30021715526601517,614.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,gdT_2,energy,0.6483704974271012,583.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,gdT_2,one_minus_margin,0.5637507146941109,583.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,leave-class-out target after seed averaging,validation-selected reject at target known coverage 0.80,Target support and difficulty vary; these are pseudo-unknown stress tests.,results/tables/mosaic_n_v33_unknown_reject_metrics_2026-07-23.csv,d,,,,,,,,,gdT_2,one_minus_max_probability,0.5305889079473984,583.0,,,,,,,,,,,,,,,,,,,
,,accuracy,,,,,,,,,,,,,model seed,PDC101 locked sorted external holdout,train-only preprocessing; no HTO/control; three model seeds,results/tables/mosaic_n_v33_pdc101_mmochi_comparison_2026-07-23.csv,e,,0.907689863361932,,,,,,,,,,,MOSAIC,3.0,0.0179700208248223,seed Student-t,PDC101 sorted external holdout,2098.0,train-only preprocessing; no HTO/control; three model seeds,aggregate,,,,,,,,,,,
,,weighted_f1,,,,,,,,,,,,,model seed,PDC101 locked sorted external holdout,train-only preprocessing; no HTO/control; three model seeds,results/tables/mosaic_n_v33_pdc101_mmochi_comparison_2026-07-23.csv,e,,0.9068460934746506,,,,,,,,,,,MOSAIC,3.0,0.0186772726068212,seed Student-t,PDC101 sorted external holdout,2098.0,train-only preprocessing; no HTO/control; three model seeds,aggregate,,,,,,,,,,,
,,macro_f1,,,,,,,,,,,,,model seed,PDC101 locked sorted external holdout,train-only preprocessing; no HTO/control; three model seeds,results/tables/mosaic_n_v33_pdc101_mmochi_comparison_2026-07-23.csv,e,,0.9006997927695327,,,,,,,,,,,MOSAIC,3.0,0.02090424172553,seed Student-t,PDC101 sorted external holdout,2098.0,train-only preprocessing; no HTO/control; three model seeds,aggregate,,,,,,,,,,,
,,accuracy,,,,,,,,,,,,,cell bootstrap conditional on one workflow fit,PDC101 locked sorted external holdout,official hierarchy; external_holdout=True; one workflow fit,results/tables/mosaic_n_v33_pdc101_mmochi_comparison_2026-07-23.csv,e,,0.934699714013346,,,,,,,,,,,MMoCHi,1.0,0.0109628217349857,cell bootstrap; conditional on one workflow,PDC101 sorted external holdout,2098.0,official hierarchy; external_holdout=True; one workflow fit,aggregate,,,,,,,,,,,
,,weighted_f1,,,,,,,,,,,,,cell bootstrap conditional on one workflow fit,PDC101 locked sorted external holdout,official hierarchy; external_holdout=True; one workflow fit,results/tables/mosaic_n_v33_pdc101_mmochi_comparison_2026-07-23.csv,e,,0.9334635518503436,,,,,,,,,,,MMoCHi,1.0,0.0113534194368239,cell bootstrap; conditional on one workflow,PDC101 sorted external holdout,2098.0,official hierarchy; external_holdout=True; one workflow fit,aggregate,,,,,,,,,,,
,,macro_f1,,,,,,,,,,,,,cell bootstrap conditional on one workflow fit,PDC101 locked sorted external holdout,official hierarchy; external_holdout=True; one workflow fit,results/tables/mosaic_n_v33_pdc101_mmochi_comparison_2026-07-23.csv,e,,0.9297923945792862,,,,,,,,,,,MMoCHi,1.0,0.0118235572901309,cell bootstrap; conditional on one workflow,PDC101 sorted external holdout,2098.0,official hierarchy; external_holdout=True; one workflow fit,aggregate,,,,,,,,,,,
,,,,,,,,,,,,,,,model seed,PDC101 locked sorted external holdout,train-only preprocessing; no HTO/control; three model seeds,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MOSAIC,3.0,0.0415733848546995,seed Student-t,PDC101 sorted external holdout,2098.0,train-only preprocessing; no HTO/control; three model seeds,per_class,cd4_cm,0.8185002970885323,207.0,,,,,,,,
,,,,,,,,,,,,,,,model seed,PDC101 locked sorted external holdout,train-only preprocessing; no HTO/control; three model seeds,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MOSAIC,3.0,0.0176791065140426,seed Student-t,PDC101 sorted external holdout,2098.0,train-only preprocessing; no HTO/control; three model seeds,per_class,cd4_em,0.9374317643109236,295.0,,,,,,,,
,,,,,,,,,,,,,,,model seed,PDC101 locked sorted external holdout,train-only preprocessing; no HTO/control; three model seeds,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MOSAIC,3.0,0.0141318750425351,seed Student-t,PDC101 sorted external holdout,2098.0,train-only preprocessing; no HTO/control; three model seeds,per_class,cd4_n,0.9332912255522098,227.0,,,,,,,,
,,,,,,,,,,,,,,,model seed,PDC101 locked sorted external holdout,train-only preprocessing; no HTO/control; three model seeds,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MOSAIC,3.0,0.0555114457540225,seed Student-t,PDC101 sorted external holdout,2098.0,train-only preprocessing; no HTO/control; three model seeds,per_class,cd8_cm,0.8245683861889884,223.0,,,,,,,,
,,,,,,,,,,,,,,,model seed,PDC101 locked sorted external holdout,train-only preprocessing; no HTO/control; three model seeds,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MOSAIC,3.0,0.0101537123795178,seed Student-t,PDC101 sorted external holdout,2098.0,train-only preprocessing; no HTO/control; three model seeds,per_class,cd8_em,0.8825088834312836,365.0,,,,,,,,
,,,,,,,,,,,,,,,model seed,PDC101 locked sorted external holdout,train-only preprocessing; no HTO/control; three model seeds,results/tables/mosaic_n_v33_pdc101_mmochi_per_class_2026-07-23.csv,e,,,,,,,,,,,,,MOSAIC,3.0,0.0237862521271331,seed Student-t,PDC101 sorted external holdout,2098.0,train-only preprocessing; no HTO/control; three model seeds,per_class,cd8_emra,0.8863404479625476,206.0,,,,,,,,
