reference,comparator,metric,n_donors,mean_difference,difference_ci95_low,difference_ci95_high,difference_ci95_margin,paired_t_pvalue,wilcoxon_pvalue,positive_donor_count,negative_donor_count,zero_donor_count,reference_label,comparator_label,statistical_unit,protocol,caveat,source_artifact
mosaic_full,mosaic_no_kd,macro_f1,8,-0.0038432281488693,-0.0090952758474955,0.0014088195497567,0.0052520476986261,0.1271883553270095,0.1484375,1,7,0,MOSAIC full,MOSAIC without KD,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
mosaic_full,mosaic_no_kd,balanced_accuracy,8,0.000605914490015,-0.0068691473123811,0.0080809762924112,0.0074750618023961,0.8534405184626641,0.84375,3,5,0,MOSAIC full,MOSAIC without KD,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::adt_branch,accuracy,8,0.0759722344785221,0.0646165036661899,0.0873279652908544,0.0113557308123322,9.774139025771108e-07,0.0078125,8,0,0,Learned margin gate + HSR,ADT branch,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::adt_branch,weighted_f1,8,0.0743995173296828,0.0651914753722202,0.0836075592871455,0.0092080419574626,2.678864592098392e-07,0.0078125,8,0,0,Learned margin gate + HSR,ADT branch,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::adt_branch,macro_f1,8,0.1410753797850633,0.129594746765716,0.1525560128044106,0.0114806330193472,1.4719245159873078e-08,0.0078125,8,0,0,Learned margin gate + HSR,ADT branch,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::adt_branch,balanced_accuracy,8,0.1208997988518135,0.1032967064228584,0.1385028912807686,0.017603092428955,8.16926508822891e-07,0.0078125,8,0,0,Learned margin gate + HSR,ADT branch,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::fusion_branch,accuracy,8,0.0019412365348102,0.0011746868062492,0.0027077862633713,0.000766549728561,0.0005486515122513,0.0078125,8,0,0,Learned margin gate + HSR,Fusion branch,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::fusion_branch,weighted_f1,8,0.001533745253836,0.0008262230030371,0.0022412675046349,0.0007075222507988,0.0013597260055374,0.0078125,8,0,0,Learned margin gate + HSR,Fusion branch,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::fusion_branch,macro_f1,8,0.0013402212641665,-0.0029915706106646,0.0056720131389977,0.0043317918748311,0.4881781099976325,0.25,6,2,0,Learned margin gate + HSR,Fusion branch,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::fusion_branch,balanced_accuracy,8,-0.0033551222200984,-0.0075268773027604,0.0008166328625635,0.0041717550826619,0.0989521512938841,0.0234375,1,7,0,Learned margin gate + HSR,Fusion branch,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::margin_gate,accuracy,8,2.3260717200379588e-05,-0.0001125265901126,0.0001590480245134,0.000135787307313,0.6975219573644211,0.3828125,5,3,0,Learned margin gate + HSR,Learned margin gate,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::margin_gate,weighted_f1,8,3.0026881590150545e-05,-9.8632732508585e-05,0.0001586864956888,0.0001286596140987,0.5982114992893639,0.4609375,5,3,0,Learned margin gate + HSR,Learned margin gate,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::margin_gate,macro_f1,8,-0.0004804332301423,-0.0019198935402254,0.0009590270799407,0.001439460310083,0.4558811747891279,0.84375,3,5,0,Learned margin gate + HSR,Learned margin gate,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::margin_gate,balanced_accuracy,8,-0.0011440279086097,-0.0026788560952621,0.0003908002780426,0.0015348281866523,0.1213514080353435,0.078125,2,6,0,Learned margin gate + HSR,Learned margin gate,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::rna_branch,accuracy,8,0.0225305108715811,0.0191458076548952,0.025915214088267,0.0033847032166858,1.011652543910127e-06,0.0078125,8,0,0,Learned margin gate + HSR,RNA branch,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::rna_branch,weighted_f1,8,0.0225127928280814,0.0189211806241145,0.0261044050320484,0.0035916122039669,1.5242872926641137e-06,0.0078125,8,0,0,Learned margin gate + HSR,RNA branch,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::rna_branch,macro_f1,8,0.0508238665151748,0.046455998218199,0.0551917348121507,0.0043678682969758,2.1498888329115783e-08,0.0078125,8,0,0,Learned margin gate + HSR,RNA branch,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::rna_branch,balanced_accuracy,8,0.043253617817188,0.0368217844216129,0.049685451212763,0.006431833395575,9.434578129887136e-07,0.0078125,8,0,0,Learned margin gate + HSR,RNA branch,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::uniform_fusion,accuracy,8,-0.0010614690997621,-0.0013148676170362,-0.0008080705824881,0.000253398517274,2.277915867013133e-05,0.0078125,0,8,0,Learned margin gate + HSR,Uniform fusion,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::uniform_fusion,weighted_f1,8,-0.0010753213230927,-0.001335766233264,-0.0008148764129214,0.0002604449101713,2.505314348600909e-05,0.0078125,0,8,0,Learned margin gate + HSR,Uniform fusion,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::uniform_fusion,macro_f1,8,-0.004174611378056,-0.0070563266575703,-0.0012928960985416,0.0028817152795143,0.0110521561528093,0.0078125,0,8,0,Learned margin gate + HSR,Uniform fusion,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
inference::margin_gate_hsr,inference::uniform_fusion,balanced_accuracy,8,-0.0044170596514819,-0.0072767870300774,-0.0015573322728864,0.0028597273785954,0.0081526486322935,0.0078125,0,8,0,Learned margin gate + HSR,Uniform fusion,paired held-out donor,PBMC nested leave-one-donor-out,Paired t intervals are primary; Wilcoxon p-values are a sensitivity analysis over the same eight donors without multiplicity claims.,results/tables/mosaic_n_v33_paired_donor_statistics_2026-07-23.csv
