scenario,metric,n_donors,mean,sd_across_donors,ci95_low,ci95_high,worst_donor_value,mask_fraction,mean_masked_proteins,statistical_unit,protocol,caveat,source_artifact
marker_tcell,accuracy,8,0.9028979273600193,0.005183059877087365,0.8985647808647147,0.9072310738553239,0.8972190476190476,,15.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
marker_tcell,weighted_f1,8,0.9020610914700304,0.006138976597176953,0.8969287785973953,0.9071934043426656,0.8949691203026218,,15.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
marker_tcell,macro_f1,8,0.7858629536859395,0.017881762051793634,0.7709134264950358,0.8008124808768432,0.764676440263202,,15.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
marker_tcell,ece,8,0.07476562292356498,0.010058943136826927,0.06635613601169407,0.08317510983543588,0.09344254317405716,,15.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
marker_tcell,brier,8,0.16609426587820048,0.008357575613947201,0.15910715781083834,0.1730813739455626,0.17527034382025397,,15.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_10,accuracy,8,0.9088489619805825,0.005497212860079472,0.9042531770189042,0.9134447469422609,0.900886766712142,0.10000000000000002,22.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_10,weighted_f1,8,0.9073711125974179,0.007031731502165472,0.9014924379463248,0.9132497872485109,0.895681071734085,0.10000000000000002,22.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_10,macro_f1,8,0.8003020990254721,0.021466033121151994,0.7823560462317927,0.8182481518191516,0.7702171714698003,0.10000000000000002,22.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_10,ece,8,0.07284115455349542,0.007991487421632967,0.06616010387406958,0.07952220523292126,0.08917418779695167,0.10000000000000002,22.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_10,brier,8,0.1572151873260736,0.010225069160626064,0.14866681558267944,0.16576355906946774,0.17041984697182969,0.10000000000000002,22.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_30,accuracy,8,0.9034885871102731,0.005658753637115673,0.8987577506792962,0.9082194235412501,0.8965666211914506,0.3,67.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_30,weighted_f1,8,0.9019653129854217,0.006746358109144947,0.8963252164613703,0.9076054095094731,0.8919695640385674,0.3,67.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_30,macro_f1,8,0.7903960403294485,0.019415059557061604,0.7741646443450582,0.8066274363138389,0.7634161770722733,0.3,67.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_30,ece,8,0.07546153006416408,0.008659538439899597,0.0682219747567513,0.08270108537157685,0.0924073647948508,0.3,67.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_30,brier,8,0.1661268758277098,0.01001165412575481,0.15775692351845835,0.17449682813696124,0.17870699862639106,0.3,67.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_50,accuracy,8,0.8986330765295939,0.006981144484064841,0.8927966936839958,0.904469459375192,0.888130968622101,0.5,112.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_50,weighted_f1,8,0.8970927949457197,0.008156246473927152,0.8902740022515481,0.9039115876398913,0.8829590492550103,0.5,112.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_50,macro_f1,8,0.7742377491804873,0.02212858005030985,0.7557377932924704,0.7927377050685042,0.7423588476659294,0.5,112.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_50,ece,8,0.07637121040599429,0.011372396353553842,0.06686364912535783,0.08587877168663074,0.0984968168768346,0.5,112.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_50,brier,8,0.17408455287416774,0.011262741108404585,0.16466866567264252,0.18350044007569297,0.1903886447350184,0.5,112.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_70,accuracy,8,0.8933061845399911,0.0076644621903521485,0.8868985337958168,0.8997138352841654,0.883784126984127,0.6999999999999998,157.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_70,weighted_f1,8,0.8921344887631232,0.007947917007775366,0.8854898638612464,0.898779113665,0.8813265494818213,0.6999999999999998,157.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_70,macro_f1,8,0.7640900237165931,0.022514375784835273,0.7452675345230374,0.7829125129101487,0.7336891779286181,0.6999999999999998,157.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_70,ece,8,0.07695399863401758,0.010704613290584588,0.0680047179651334,0.08590327930290177,0.09649087362655794,0.6999999999999998,157.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
random_70,brier,8,0.18105050610999263,0.012443488476100556,0.17064748940591434,0.1914535228140709,0.19543246428171787,0.6999999999999998,157.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
rna_only,accuracy,8,0.8893140683356813,0.005660813018047107,0.8845815102191601,0.8940466264522025,0.8826762246117085,1.0,224.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
rna_only,weighted_f1,8,0.8881755154906812,0.0067264576381832674,0.882552056176704,0.8937989748046584,0.8809825604457079,1.0,224.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
rna_only,macro_f1,8,0.755816487336889,0.020069197345009334,0.7390382184761457,0.7725947561976323,0.730606693160809,1.0,224.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
rna_only,ece,8,0.10628045504182182,0.017799865047707624,0.09139939545975281,0.12116151462389083,0.13301676745434535,1.0,224.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
rna_only,brier,8,0.18879030024011928,0.007442810630002427,0.18256795483770924,0.19501264564252932,0.2035943418741226,1.0,224.0,held-out donor after seed averaging,locked feature-level protein-panel masks,Mask scenarios and seeds were fixed before test evaluation; marker-group rows have no scalar random-mask fraction.,results/tables/mosaic_n_v33_panel_robustness_metrics_2026-07-23.csv
